date,time,windspeed,activepower,pressure
2011-08-04,0:03:24,5.039,186.414,1004.3
2011-08-04,0:03:25,5.045,181.579,1004.3
2011-08-04,0:03:26,4.946,184.54,1004.3
2011-08-04,0:03:27,4.952,184.016,1004.3
2011-08-04,0:03:28,4.867,183.671,1004.3
2011-08-04,0:03:29,4.768,185.083,1004.3
2011-08-04,0:03:30,4.676,184.091,1004.3
2011-08-04,0:03:31,4.546,183.372,1004.3
2011-08-04,0:03:32,4.519,181.303,1004.3
2011-08-04,0:03:33,4.52,176.105,1004.3
2011-08-04,0:03:34,4.509,177.653,1004.3
2011-08-04,0:03:35,4.475,174.698,1004.3
2011-08-04,0:03:36,4.482,169.989,1004.3
2011-08-04,0:03:37,4.535,170.475,1004.3
2011-08-04,0:03:38,4.547,165.957,1004.3
2011-08-04,0:03:39,4.438,167.634,1004.3
2011-08-04,0:03:40,4.355,164.03,1004.3
2011-08-04,0:03:41,4.245,159.954,1004.3
2011-08-04,0:03:42,4.023,161.479,1004.3
2011-08-04,0:03:43,3.886,161.103,1004.3
2011-08-04,0:03:44,3.933,161.005,1004.3
2011-08-04,0:03:45,4.064,160.84,1004.3
2011-08-04,0:03:46,4.147,163.532,1004.3
2011-08-04,0:03:47,4.266,161.146,1004.3
2011-08-04,0:03:48,4.392,162.277,1004.3
2011-08-04,0:03:49,4.515,163.675,1004.3
2011-08-04,0:03:50,4.59,165.778,1004.3
2011-08-04,0:03:51,4.754,167.168,1004.3
2011-08-04,0:03:52,4.855,165.342,1004.3
2011-08-04,0:03:53,4.865,168.438,1004.3
2011-08-04,0:03:54,4.86,170.548,1004.3
2011-08-04,0:03:55,4.817,169.536,1004.3
2011-08-04,0:03:56,4.834,174.734,1004.3
2011-08-04,0:03:57,4.879,177.397,1004.3
2011-08-04,0:03:58,5.025,178.847,1004.3
2011-08-04,0:03:59,5.122,180.37,1004.3
2011-08-04,0:04:00,5.121,180.485,1004.3
2011-08-04,0:04:01,5.099,179.4,1004.3
2011-08-04,0:04:02,5.067,180.833,1004.3
2011-08-04,0:04:03,5.082,180.539,1004.3
2011-08-04,0:04:04,5.121,180.661,1004.3
2011-08-04,0:04:05,5.099,181.404,1004.3
2011-08-04,0:04:06,5.092,181.959,1004.3
2011-08-04,0:04:07,5.006,179.672,1004.3
2011-08-04,0:04:08,4.905,179.414,1004.3
2011-08-04,0:04:09,4.888,179.758,1004.3
2011-08-04,0:04:10,4.828,178.773,1004.3
2011-08-04,0:04:11,4.722,179.111,1004.3
2011-08-04,0:04:12,4.644,181.121,1004.3
2011-08-04,0:04:13,4.688,176.277,1004.3
2011-08-04,0:04:14,4.742,179.02,1004.3
2011-08-04,0:04:15,4.805,178.584,1004.3
2011-08-04,0:04:16,4.919,177.477,1004.3
2011-08-04,0:04:17,5.048,175.713,1004.3
2011-08-04,0:04:18,5.06,180.208,1004.3
2011-08-04,0:04:19,4.985,178.75,1004.3
2011-08-04,0:04:20,5.035,179.701,1004.3
2011-08-04,0:04:21,5.098,178.782,1004.3
2011-08-04,0:04:22,5.103,181.164,1004.3
2011-08-04,0:04:23,5.099,176.588,1004.3
2011-08-04,0:04:24,5.012,177.419,1004.3
2011-08-04,0:04:25,4.834,174.237,1004.3
2011-08-04,0:04:26,4.771,178.649,1004.3
2011-08-04,0:04:27,4.937,177.028,1004.3
2011-08-04,0:04:28,4.889,175.899,1004.3
2011-08-04,0:04:29,4.666,174.614,1004.3
2011-08-04,0:04:30,4.58,177.33,1004.3
2011-08-04,0:04:31,4.589,174.281,1004.3
2011-08-04,0:04:32,4.552,174.994,1004.3
2011-08-04,0:04:33,4.556,169.703,1004.3
2011-08-04,0:04:34,4.486,171.766,1004.3
2011-08-04,0:04:35,4.507,171.7,1004.3
2011-08-04,0:04:36,4.572,171.568,1004.3
2011-08-04,0:04:37,4.623,169.544,1004.3
2011-08-04,0:04:38,4.631,169.865,1004.3
2011-08-04,0:04:39,4.644,170.025,1004.3
2011-08-04,0:04:40,4.661,172.162,1004.3
2011-08-04,0:04:41,4.61,172.025,1004.3
2011-08-04,0:04:42,4.488,170.589,1004.3
2011-08-04,0:04:43,4.392,174.169,1004.3
2011-08-04,0:04:44,4.464,175.938,1004.3
2011-08-04,0:04:45,4.716,172.667,1004.3
2011-08-04,0:04:46,4.958,173.893,1004.3
2011-08-04,0:04:47,5.102,175.985,1004.3
2011-08-04,0:04:48,5.091,180.851,1004.3
2011-08-04,0:04:49,4.931,183.046,1004.3
2011-08-04,0:04:50,4.657,185.718,1004.3
2011-08-04,0:04:51,4.415,187.11,1004.3
2011-08-04,0:04:52,4.315,191.35,1004.3
2011-08-04,0:04:53,4.512,192.198,1004.3
2011-08-04,0:04:54,4.743,195.408,1004.3
2011-08-04,0:04:55,5.041,193.936,1004.3
2011-08-04,0:04:56,5.339,197.333,1004.3
2011-08-04,0:04:57,5.386,197.407,1004.3
2011-08-04,0:04:58,5.341,199.905,1004.3
2011-08-04,0:04:59,5.315,200.197,1004.3
2011-08-04,0:05:00,5.362,199.167,1004.3
2011-08-04,0:05:01,5.33,196.051,1004.3
2011-08-04,0:05:02,5.228,201.842,1004.3
2011-08-04,0:05:03,5.2,199.386,1004.3
2011-08-04,0:05:04,5.081,196.678,1004.3
2011-08-04,0:05:05,4.92,197.668,1004.3
2011-08-04,0:05:06,4.825,199.569,1004.3
2011-08-04,0:05:07,4.729,194.708,1004.3
2011-08-04,0:05:08,4.553,191.407,1004.3
2011-08-04,0:05:09,4.431,188.591,1004.3
2011-08-04,0:05:10,4.406,188.381,1004.3
2011-08-04,0:05:11,4.39,185.202,1004.3
2011-08-04,0:05:12,4.311,184.582,1004.3
2011-08-04,0:05:13,4.322,179.476,1004.3
2011-08-04,0:05:14,4.373,178.329,1004.3
2011-08-04,0:05:15,4.378,176.332,1004.3
2011-08-04,0:05:16,4.315,177.164,1004.3
2011-08-04,0:05:17,4.202,174.001,1004.3
2011-08-04,0:05:18,4.068,171.513,1004.3
2011-08-04,0:05:19,3.978,170.065,1004.3
2011-08-04,0:05:20,3.956,169.36,1004.3
2011-08-04,0:05:21,3.936,164.895,1004.3
2011-08-04,0:05:22,3.824,163.798,1004.3
2011-08-04,0:05:23,3.762,162.342,1004.3
2011-08-04,0:05:24,3.721,162.83,1004.3
2011-08-04,0:05:25,3.796,160.684,1004.3
2011-08-04,0:05:26,3.87,158.82,1004.3
2011-08-04,0:05:27,3.857,159.223,1004.3
2011-08-04,0:05:28,3.888,157.506,1004.3
2011-08-04,0:05:29,3.925,156.454,1004.3
2011-08-04,0:05:30,3.994,159.26,1004.3
2011-08-04,0:05:31,3.997,158.166,1004.3
2011-08-04,0:05:32,4.068,158.598,1004.3
2011-08-04,0:05:33,4.144,160.218,1004.3
2011-08-04,0:05:34,4.31,161.764,1004.3
2011-08-04,0:05:35,4.372,161.177,1004.3
2011-08-04,0:05:36,4.533,163.395,1004.3
2011-08-04,0:05:37,4.638,162.556,1004.3
2011-08-04,0:05:38,4.677,166.798,1004.3
2011-08-04,0:05:39,4.791,166.362,1004.3
2011-08-04,0:05:40,4.855,167.699,1004.3
2011-08-04,0:05:41,5.01,170.339,1004.3
2011-08-04,0:05:42,5.194,169.283,1004.3
2011-08-04,0:05:43,5.279,171.874,1004.3
2011-08-04,0:05:44,5.236,170.031,1004.3
2011-08-04,0:05:45,5.057,174.638,1004.3
2011-08-04,0:05:46,4.928,174.907,1004.3
2011-08-04,0:05:47,4.9,174.841,1004.3
2011-08-04,0:05:48,4.92,176.471,1004.3
2011-08-04,0:05:49,4.93,177.34,1004.3
2011-08-04,0:05:50,4.942,175.325,1004.3
2011-08-04,0:05:51,4.987,176.668,1004.3
2011-08-04,0:05:52,4.927,177.189,1004.3
2011-08-04,0:05:53,4.877,174.779,1004.3
2011-08-04,0:05:54,4.816,176.249,1004.3
2011-08-04,0:05:55,4.791,175.506,1004.3
2011-08-04,0:05:56,4.853,176.83,1004.3
2011-08-04,0:05:57,4.859,173.895,1004.3
2011-08-04,0:05:58,4.815,176.641,1004.3
2011-08-04,0:05:59,4.807,176.266,1004.3
2011-08-04,0:06:00,4.774,174.645,1004.3
2011-08-04,0:06:01,4.801,175.944,1004.3
2011-08-04,0:06:02,4.872,174.141,1004.3
2011-08-04,0:06:03,4.875,172.351,1004.3
2011-08-04,0:06:04,4.843,169.51,1004.3
2011-08-04,0:06:05,4.806,170.767,1004.3
2011-08-04,0:06:06,4.635,163.399,1004.3
2011-08-04,0:06:07,4.41,161.951,1004.3
2011-08-04,0:06:08,4.176,163.553,1004.3
2011-08-04,0:06:09,3.97,159.33,1004.3
2011-08-04,0:06:10,3.904,158.569,1004.3
2011-08-04,0:06:11,3.799,155.482,1004.3
2011-08-04,0:06:12,3.66,153.192,1004.3
2011-08-04,0:06:13,3.567,152.314,1004.3
2011-08-04,0:06:14,3.57,151.801,1004.3
2011-08-04,0:06:15,3.789,152.617,1004.3
2011-08-04,0:06:16,4.071,150.797,1004.3
2011-08-04,0:06:17,4.252,154.104,1004.3
2011-08-04,0:06:18,4.383,154.098,1004.3
2011-08-04,0:06:19,4.562,155.335,1004.3
2011-08-04,0:06:20,4.625,159.055,1004.3
2011-08-04,0:06:21,4.727,157.264,1004.3
2011-08-04,0:06:22,4.738,158.788,1004.3
2011-08-04,0:06:23,4.807,161.716,1004.3
2011-08-04,0:06:24,4.944,159.696,1004.3
2011-08-04,0:06:25,4.959,163.635,1004.3
2011-08-04,0:06:26,4.955,167.154,1004.3
2011-08-04,0:06:27,5.051,164.55,1004.3
2011-08-04,0:06:28,5.1,168.955,1004.3
2011-08-04,0:06:29,5.11,168.111,1004.3
2011-08-04,0:06:30,5.051,169.143,1004.3
2011-08-04,0:06:31,4.967,168.468,1004.3
2011-08-04,0:06:32,4.914,168.723,1004.3
2011-08-04,0:06:33,4.927,170.819,1004.3
2011-08-04,0:06:34,5.039,168.576,1004.3
2011-08-04,0:06:35,5.069,169.972,1004.3
2011-08-04,0:06:36,5.092,168.05,1004.3
2011-08-04,0:06:37,5.05,168.628,1004.3
2011-08-04,0:06:38,4.977,171.134,1004.3
2011-08-04,0:06:39,4.925,175.834,1004.3
2011-08-04,0:06:40,4.853,171.868,1004.3
2011-08-04,0:06:41,4.842,173.905,1004.3
2011-08-04,0:06:42,4.826,172.566,1004.3
2011-08-04,0:06:43,4.787,171.878,1004.3
2011-08-04,0:06:44,4.763,170.806,1004.3
2011-08-04,0:06:45,4.788,170.145,1004.3
2011-08-04,0:06:46,4.816,172.708,1004.3
2011-08-04,0:06:47,4.872,172.073,1004.3
2011-08-04,0:06:48,4.921,173.748,1004.3
2011-08-04,0:06:49,4.985,173.423,1004.3
2011-08-04,0:06:50,5.059,172.782,1004.3
2011-08-04,0:06:51,5.143,175.385,1004.3
2011-08-04,0:06:52,5.216,177.508,1004.3
2011-08-04,0:06:53,5.293,176.089,1004.3
2011-08-04,0:06:54,5.331,179.181,1004.3
2011-08-04,0:06:55,5.303,177.335,1004.3
2011-08-04,0:06:56,5.217,178.413,1004.3
2011-08-04,0:06:57,5.166,178.367,1004.3
2011-08-04,0:06:58,5.146,180.362,1004.3
2011-08-04,0:06:59,5.158,181.767,1004.3
2011-08-04,0:07:00,5.151,184.334,1004.3
2011-08-04,0:07:01,5.229,184.387,1004.3
2011-08-04,0:07:02,5.328,186.296,1004.3
2011-08-04,0:07:03,5.275,185.28,1004.3
2011-08-04,0:07:04,5.261,185.863,1004.3
2011-08-04,0:07:05,5.335,182.789,1004.3
2011-08-04,0:07:06,5.183,185.547,1004.3
2011-08-04,0:07:07,5.066,184.36,1004.3
2011-08-04,0:07:08,4.984,179.39,1004.3
2011-08-04,0:07:09,4.872,183.116,1004.3
2011-08-04,0:07:10,4.876,180.294,1004.3
2011-08-04,0:07:11,4.987,180.661,1004.3
2011-08-04,0:07:12,5.072,180.692,1004.3
2011-08-04,0:07:13,4.916,181.879,1004.3
2011-08-04,0:07:14,4.797,177.184,1004.3
2011-08-04,0:07:15,4.784,175.877,1004.3
2011-08-04,0:07:16,4.845,177.223,1004.3
2011-08-04,0:07:17,4.879,174.806,1004.3
2011-08-04,0:07:18,4.957,177.238,1004.3
2011-08-04,0:07:19,5.053,174.419,1004.3
2011-08-04,0:07:20,5.083,175.967,1004.3
2011-08-04,0:07:21,5.044,174.541,1004.3
2011-08-04,0:07:22,5.023,175.471,1004.3
2011-08-04,0:07:23,5.16,173.729,1004.3
2011-08-04,0:07:24,5.217,173.178,1004.3
2011-08-04,0:07:25,5.099,173.589,1004.3
2011-08-04,0:07:26,4.955,175.422,1004.3
2011-08-04,0:07:27,5.037,175.221,1004.3
2011-08-04,0:07:28,5.231,178.484,1004.3
2011-08-04,0:07:29,5.265,178.993,1004.3
2011-08-04,0:07:30,5.343,179.325,1004.3
2011-08-04,0:07:31,5.267,181.562,1004.3
2011-08-04,0:07:32,5.205,183.675,1004.3
2011-08-04,0:07:33,5.177,183.269,1004.3
2011-08-04,0:07:34,5.229,184.799,1004.3
2011-08-04,0:07:35,5.323,183.166,1004.3
2011-08-04,0:07:36,5.344,183.869,1004.3
2011-08-04,0:07:37,5.354,181.593,1004.3
2011-08-04,0:07:38,5.326,183.274,1004.3
2011-08-04,0:07:39,5.421,183.93,1004.3
2011-08-04,0:07:40,5.5,185.753,1004.3
2011-08-04,0:07:41,5.5,183.537,1004.3
2011-08-04,0:07:42,5.487,187.245,1004.3
2011-08-04,0:07:43,5.395,188.436,1004.3
2011-08-04,0:07:44,5.366,186.222,1004.3
2011-08-04,0:07:45,5.313,186.018,1004.3
2011-08-04,0:07:46,5.199,185.773,1004.3
2011-08-04,0:07:47,5.04,184.702,1004.3
2011-08-04,0:07:48,4.967,185.751,1004.3
2011-08-04,0:07:49,4.964,188.102,1004.3
2011-08-04,0:07:50,5.085,185.381,1004.3
2011-08-04,0:07:51,5.167,185.561,1004.3
2011-08-04,0:07:52,5.299,183.076,1004.3
2011-08-04,0:07:53,5.295,186.313,1004.3
2011-08-04,0:07:54,5.385,186.796,1004.3
2011-08-04,0:07:55,5.406,187.838,1004.3
2011-08-04,0:07:56,5.485,187.784,1004.3
2011-08-04,0:07:57,5.523,190.319,1004.3
2011-08-04,0:07:58,5.536,188.096,1004.3
2011-08-04,0:07:59,5.501,190.647,1004.3
2011-08-04,0:08:00,5.508,191.621,1004.3
2011-08-04,0:08:01,5.509,188.918,1004.3
2011-08-04,0:08:02,5.473,190.667,1004.3
2011-08-04,0:08:03,5.493,190.288,1004.3
2011-08-04,0:08:04,5.503,194.285,1004.3
2011-08-04,0:08:05,5.53,192.198,1004.3
2011-08-04,0:08:06,5.594,193.626,1004.3
2011-08-04,0:08:07,5.558,191.4,1004.3
2011-08-04,0:08:08,5.363,193.86,1004.3
2011-08-04,0:08:09,5.268,196.358,1004.3
2011-08-04,0:08:10,5.267,194.343,1004.3
2011-08-04,0:08:11,5.294,194.919,1004.3
2011-08-04,0:08:12,5.31,193.895,1004.3
2011-08-04,0:08:13,5.328,194.944,1004.3
2011-08-04,0:08:14,5.299,191.811,1004.3
2011-08-04,0:08:15,5.205,193.363,1004.3
2011-08-04,0:08:16,5.114,190.496,1004.3
2011-08-04,0:08:17,5.053,193.086,1004.3
2011-08-04,0:08:18,4.968,189.327,1004.3
2011-08-04,0:08:19,4.924,187.992,1004.3
2011-08-04,0:08:20,4.9,187.065,1004.3
2011-08-04,0:08:21,4.839,186.079,1004.3
2011-08-04,0:08:22,4.838,183.197,1004.3
2011-08-04,0:08:23,4.836,185.452,1004.3
2011-08-04,0:08:24,4.794,180.731,1004.3
2011-08-04,0:08:25,4.827,183.12,1004.3
2011-08-04,0:08:26,4.925,180.911,1004.3
2011-08-04,0:08:27,5.029,180.463,1004.3
2011-08-04,0:08:28,4.967,184.493,1004.3
2011-08-04,0:08:29,4.911,184.077,1004.3
2011-08-04,0:08:30,4.953,185.116,1004.3
2011-08-04,0:08:31,5.002,184.154,1004.3
2011-08-04,0:08:32,5.016,182.546,1004.3
2011-08-04,0:08:33,4.934,185.554,1004.3
2011-08-04,0:08:34,5,183.853,1004.3
2011-08-04,0:08:35,5.064,182.726,1004.3
2011-08-04,0:08:36,4.999,183.867,1004.3
2011-08-04,0:08:37,5.038,182.026,1004.3
2011-08-04,0:08:38,5.132,183.89,1004.3
2011-08-04,0:08:39,5.274,185.524,1004.3
2011-08-04,0:08:40,5.313,186.234,1004.3
2011-08-04,0:08:41,5.353,187.77,1004.3
2011-08-04,0:08:42,5.377,187.038,1004.3
2011-08-04,0:08:43,5.379,186.598,1004.3
2011-08-04,0:08:44,5.319,188.15,1004.3
2011-08-04,0:08:45,5.23,186.261,1004.3
2011-08-04,0:08:46,5.24,185.319,1004.3
2011-08-04,0:08:47,5.163,186.026,1004.3
2011-08-04,0:08:48,5.125,186.272,1004.3
2011-08-04,0:08:49,5.13,190.173,1004.3
2011-08-04,0:08:50,5.154,187.129,1004.3
2011-08-04,0:08:51,5.065,186.315,1004.3
2011-08-04,0:08:52,5.08,187.279,1004.3
2011-08-04,0:08:53,5.134,186.444,1004.3
2011-08-04,0:08:54,5.054,186.186,1004.3
2011-08-04,0:08:55,5.068,187.914,1004.3
2011-08-04,0:08:56,5.16,183.542,1004.3
